task_id,asset_id,department,maintenance_type,corridor_id,section_id,task_date,deadline,risk_score,priority_score,required_duration_minutes,required_team_size,preferred_start_minute,max_delay_tolerance_minutes,can_bundle
TASK-018400,AST-044625,Track / Civil Engineering,Ballast Tamping,COR-001,SEC-0008,2026-04-14,2026-04-16,85.8,84.1,180,2,925,60,Yes
TASK-018401,AST-136584,Mechanical / Rolling Stock,Axle Inspection,COR-007,SEC-0063,2028-12-04,2028-12-14,70.7,64.0,60,5,120,120,No
TASK-018402,AST-007112,Track / Civil Engineering,Bridge Inspection,COR-014,SEC-0139,2025-03-26,2025-04-05,65.0,46.8,149,5,180,120,No
TASK-018403,AST-057306,Signal & Telecommunications (S&T),Telecom Inspection,COR-013,SEC-0129,2026-08-22,2026-08-25,51.5,37.5,51,4,965,30,Yes
TASK-018404,AST-020241,Track / Civil Engineering,Rail Inspection,COR-005,SEC-0050,2025-08-10,2025-08-17,89.9,83.7,186,2,890,0,Yes
TASK-018405,AST-131152,Mechanical / Rolling Stock,Bearing Inspection,COR-002,SEC-0018,2028-10-11,2028-10-14,69.8,55.7,151,3,655,0,Yes
TASK-018406,AST-083719,Signal & Telecommunications (S&T),Relay Testing,COR-015,SEC-0145,2027-05-27,2027-05-28,99.0,96.5,195,5,449,30,Yes
TASK-018407,AST-022991,Track / Civil Engineering,Sleeper Replacement,COR-009,SEC-0083,2025-09-09,2025-09-12,71.7,61.0,232,6,1320,30,Yes
TASK-018408,AST-077321,Mechanical / Rolling Stock,Bearing Inspection,COR-001,SEC-0009,2027-03-20,2027-03-21,53.7,40.4,125,2,0,60,No
TASK-018409,AST-051905,Track / Civil Engineering,Bridge Inspection,COR-014,SEC-0138,2026-07-02,2026-07-05,60.8,48.6,123,5,60,30,Yes
TASK-018410,AST-115606,Electrical / TRD,OHE Inspection,COR-002,SEC-0011,2028-04-29,2028-05-04,99.0,89.0,84,4,120,0,Yes
TASK-018411,AST-016083,Track / Civil Engineering,Rail Inspection,COR-008,SEC-0080,2025-06-23,2025-07-03,57.3,37.6,137,3,180,15,Yes
TASK-018412,AST-134949,Mechanical / Rolling Stock,Brake Inspection,COR-010,SEC-0091,2028-11-18,2028-11-21,99.0,97.7,81,5,1380,15,No
TASK-018413,AST-106256,Electrical / TRD,OHE Inspection,COR-015,SEC-0144,2028-01-26,2028-01-27,66.9,50.0,156,2,1320,60,Yes
TASK-018414,AST-030978,Track / Civil Engineering,Ballast Tamping,COR-001,SEC-0009,2025-11-28,2025-12-12,64.7,61.8,139,4,120,120,Yes
TASK-018415,AST-054705,Mechanical / Rolling Stock,Traction Motor Inspection,COR-003,SEC-0026,2026-07-30,2026-08-09,47.4,39.5,59,6,120,15,Yes
TASK-018416,AST-047388,Mechanical / Rolling Stock,Brake Inspection,COR-008,SEC-0077,2026-05-23,2026-05-24,74.5,68.4,109,2,60,0,Yes
TASK-018417,AST-098327,Track / Civil Engineering,Bridge Inspection,COR-007,SEC-0067,2027-11-05,2027-11-12,99.0,96.7,115,3,130,30,No
TASK-018418,AST-069161,Electrical / TRD,Switchgear Inspection,COR-004,SEC-0031,2026-12-28,2026-12-30,67.7,52.3,124,4,274,15,Yes
TASK-018419,AST-010899,Mechanical / Rolling Stock,Wheelset Inspection,COR-005,SEC-0048,2025-04-30,2025-05-10,85.2,84.5,45,3,120,0,Yes
TASK-018420,AST-042911,Electrical / TRD,Transformer Inspection,COR-019,SEC-0190,2026-03-24,2026-03-31,99.0,94.1,131,4,1422,30,No
TASK-018421,AST-121214,Track / Civil Engineering,Rail Inspection,COR-014,SEC-0132,2028-06-22,2028-06-23,56.2,39.8,160,4,180,60,Yes
TASK-018422,AST-131458,Electrical / TRD,Catenary Repair,COR-019,SEC-0188,2028-10-11,2028-10-14,57.9,48.7,114,3,1320,15,Yes
TASK-018423,AST-039792,Electrical / TRD,Catenary Repair,COR-011,SEC-0109,2026-02-25,2026-02-27,99.0,90.7,111,5,0,30,Yes
TASK-018424,AST-056916,Track / Civil Engineering,Sleeper Replacement,COR-016,SEC-0160,2026-08-18,2026-08-21,99.0,92.7,109,4,120,60,Yes
TASK-018425,AST-131673,Track / Civil Engineering,Turnout Maintenance,COR-011,SEC-0102,2028-10-16,2028-10-19,94.6,81.8,138,6,358,60,No
TASK-018426,AST-063422,Electrical / TRD,Switchgear Inspection,COR-016,SEC-0160,2026-11-06,2026-11-20,65.2,54.1,211,2,1320,30,Yes
TASK-018427,AST-072493,Track / Civil Engineering,Bridge Inspection,COR-010,SEC-0095,2027-02-06,2027-02-13,99.0,91.4,184,4,293,30,Yes
TASK-018428,AST-043183,Mechanical / Rolling Stock,Bearing Inspection,COR-016,SEC-0154,2026-04-08,2026-04-13,62.6,50.6,77,5,1320,15,No
TASK-018429,AST-032974,Track / Civil Engineering,Bridge Inspection,COR-012,SEC-0113,2025-12-12,2025-12-17,92.4,82.5,149,3,120,15,Yes
TASK-018430,AST-040183,Mechanical / Rolling Stock,Traction Motor Inspection,COR-012,SEC-0113,2026-02-27,2026-02-28,99.0,87.2,67,5,60,15,Yes
TASK-018431,AST-104430,Track / Civil Engineering,Ballast Tamping,COR-017,SEC-0162,2028-01-01,2028-01-03,66.3,51.4,148,3,60,60,Yes
TASK-018432,AST-014254,Electrical / TRD,Feeder Maintenance,COR-004,SEC-0037,2025-06-05,2025-06-08,64.5,52.3,175,3,1380,30,Yes
TASK-018433,AST-126087,Track / Civil Engineering,Rail Grinding,COR-013,SEC-0130,2028-08-08,2028-08-22,62.6,44.1,139,3,180,15,No
TASK-018434,AST-012195,Track / Civil Engineering,Bridge Inspection,COR-012,SEC-0117,2025-05-13,2025-05-20,77.9,68.3,159,2,1380,0,No
TASK-018435,AST-139158,Track / Civil Engineering,Ballast Tamping,COR-008,SEC-0073,2029-01-03,2029-01-17,70.5,60.0,171,2,1094,60,No
TASK-018436,AST-092019,Track / Civil Engineering,Turnout Maintenance,COR-005,SEC-0042,2027-08-19,2027-08-24,99.0,88.9,149,2,1380,120,No
TASK-018437,AST-123674,Mechanical / Rolling Stock,Bearing Inspection,COR-004,SEC-0036,2028-07-26,2028-07-27,93.8,86.9,83,3,1320,60,Yes
TASK-018438,AST-099051,Track / Civil Engineering,Rail Grinding,COR-015,SEC-0148,2027-11-11,2027-11-12,61.5,50.5,185,4,0,60,Yes
TASK-018439,AST-107972,Track / Civil Engineering,Ballast Tamping,COR-019,SEC-0183,2028-02-10,2028-02-11,63.9,59.2,163,2,630,0,Yes
TASK-018440,AST-140161,Mechanical / Rolling Stock,Bearing Inspection,COR-016,SEC-0153,2029-01-09,2029-01-16,56.1,42.1,107,6,374,60,Yes
TASK-018441,AST-131107,Track / Civil Engineering,Rail Inspection,COR-004,SEC-0038,2028-10-02,2028-10-05,79.4,67.7,227,5,180,0,Yes
TASK-018442,AST-117864,Track / Civil Engineering,Ballast Tamping,COR-004,SEC-0040,2028-05-17,2028-05-31,80.9,70.6,191,6,120,15,No
TASK-018443,AST-120238,Mechanical / Rolling Stock,Axle Inspection,COR-018,SEC-0176,2028-06-18,2028-06-21,61.5,53.1,160,5,0,30,Yes
TASK-018444,AST-113574,Track / Civil Engineering,Rail Grinding,COR-004,SEC-0034,2028-03-31,2028-04-10,72.8,66.1,161,6,180,30,No
TASK-018445,AST-082549,Track / Civil Engineering,Rail Inspection,COR-020,SEC-0194,2027-05-20,2027-05-21,77.9,65.7,156,2,1062,15,Yes
TASK-018446,AST-002522,Mechanical / Rolling Stock,Axle Inspection,COR-019,SEC-0190,2025-02-06,2025-02-09,58.7,48.4,115,4,1380,120,Yes
TASK-018447,AST-020280,Track / Civil Engineering,Rail Inspection,COR-019,SEC-0184,2025-08-05,2025-08-08,99.0,90.2,169,5,180,15,Yes
TASK-018448,AST-065571,Mechanical / Rolling Stock,Bearing Inspection,COR-002,SEC-0015,2026-11-19,2026-11-24,64.8,56.3,87,6,180,15,Yes
TASK-018449,AST-041497,Electrical / TRD,Substation Maintenance,COR-001,SEC-0009,2026-03-11,2026-03-18,83.9,69.3,83,4,1380,60,Yes
TASK-018450,AST-008816,Track / Civil Engineering,Sleeper Replacement,COR-019,SEC-0186,2025-04-03,2025-04-17,99.0,92.4,140,5,120,30,No
TASK-018451,AST-081211,Electrical / TRD,Catenary Repair,COR-012,SEC-0112,2027-05-04,2027-05-06,67.1,48.2,161,2,1320,30,No
TASK-018452,AST-013575,Track / Civil Engineering,Sleeper Replacement,COR-013,SEC-0121,2025-05-27,2025-06-06,63.5,46.4,152,3,60,60,No
TASK-018453,AST-124162,Track / Civil Engineering,Rail Inspection,COR-007,SEC-0070,2028-07-22,2028-08-01,80.9,69.9,167,5,499,0,Yes
TASK-018454,AST-114411,Electrical / TRD,Switchgear Inspection,COR-015,SEC-0146,2028-04-08,2028-04-10,73.6,59.1,104,5,60,120,No
TASK-018455,AST-013226,Track / Civil Engineering,Bridge Inspection,COR-002,SEC-0020,2025-05-25,2025-05-28,88.7,82.8,228,5,0,30,Yes
TASK-018456,AST-044457,Track / Civil Engineering,Rail Inspection,COR-020,SEC-0198,2026-04-19,2026-04-22,55.8,42.5,119,5,120,120,No
TASK-018457,AST-121727,Track / Civil Engineering,Sleeper Replacement,COR-009,SEC-0084,2028-06-22,2028-06-29,99.0,92.2,176,5,1320,30,No
TASK-018458,AST-086125,Track / Civil Engineering,Ballast Tamping,COR-014,SEC-0139,2027-06-27,2027-06-29,84.7,72.3,111,5,1178,60,Yes
TASK-018459,AST-063323,Track / Civil Engineering,Turnout Maintenance,COR-019,SEC-0187,2026-10-27,2026-11-01,78.1,66.5,148,3,26,15,Yes
TASK-018460,AST-037553,Electrical / TRD,Switchgear Inspection,COR-005,SEC-0041,2026-02-06,2026-02-20,93.5,88.3,96,5,1320,30,No
TASK-018461,AST-020744,Electrical / TRD,Transformer Inspection,COR-015,SEC-0142,2025-08-14,2025-08-28,94.7,90.6,141,6,120,60,Yes
TASK-018462,AST-129184,Signal & Telecommunications (S&T),Axle Counter Inspection,COR-013,SEC-0125,2028-09-10,2028-09-17,73.7,62.5,143,5,1018,15,Yes
TASK-018463,AST-026207,Track / Civil Engineering,Rail Grinding,COR-011,SEC-0109,2025-10-08,2025-10-13,72.2,58.1,172,4,60,60,Yes
TASK-018464,AST-056390,Mechanical / Rolling Stock,Bearing Inspection,COR-003,SEC-0025,2026-08-17,2026-08-31,61.1,45.5,109,6,180,30,No
TASK-018465,AST-047398,Electrical / TRD,Feeder Maintenance,COR-009,SEC-0084,2026-05-11,2026-05-21,69.7,57.6,116,6,1406,15,Yes
TASK-018466,AST-035108,Mechanical / Rolling Stock,Axle Inspection,COR-009,SEC-0090,2026-01-07,2026-01-12,48.7,39.5,65,2,1380,60,No
TASK-018467,AST-125023,Signal & Telecommunications (S&T),Relay Testing,COR-009,SEC-0088,2028-07-31,2028-08-14,81.7,72.5,167,5,1320,15,Yes
TASK-018468,AST-082911,Electrical / TRD,OHE Inspection,COR-019,SEC-0187,2027-05-19,2027-06-02,62.6,50.4,140,6,180,0,Yes
TASK-018469,AST-027061,Track / Civil Engineering,Ballast Tamping,COR-009,SEC-0090,2025-10-11,2025-10-25,93.2,86.1,154,4,0,0,Yes
TASK-018470,AST-086808,Electrical / TRD,OHE Inspection,COR-018,SEC-0172,2027-07-03,2027-07-08,78.9,68.4,126,2,56,60,Yes
TASK-018471,AST-123075,Track / Civil Engineering,Turnout Maintenance,COR-018,SEC-0172,2028-07-12,2028-07-22,89.7,86.7,160,6,0,0,Yes
TASK-018472,AST-015781,Track / Civil Engineering,Ballast Tamping,COR-016,SEC-0157,2025-06-25,2025-06-26,64.5,47.6,174,6,180,15,Yes
TASK-018473,AST-100189,Signal & Telecommunications (S&T),Signal Inspection,COR-007,SEC-0067,2027-11-23,2027-11-24,51.0,37.9,121,3,1380,60,Yes
TASK-018474,AST-128906,Electrical / TRD,Catenary Repair,COR-006,SEC-0059,2028-09-14,2028-09-24,70.4,53.0,103,3,60,15,Yes
TASK-018475,AST-082380,Track / Civil Engineering,Turnout Maintenance,COR-010,SEC-0095,2027-05-23,2027-06-02,69.5,54.2,174,3,120,0,No
TASK-018476,AST-110914,Signal & Telecommunications (S&T),Signal Inspection,COR-006,SEC-0059,2028-03-02,2028-03-12,58.9,41.5,139,5,427,15,Yes
TASK-018477,AST-085042,Track / Civil Engineering,Bridge Inspection,COR-002,SEC-0014,2027-06-18,2027-07-02,70.3,60.6,101,4,0,0,Yes
TASK-018478,AST-148845,Electrical / TRD,Transformer Inspection,COR-020,SEC-0192,2029-04-12,2029-04-14,78.2,67.3,100,6,1380,15,No
TASK-018479,AST-048629,Track / Civil Engineering,Turnout Maintenance,COR-004,SEC-0034,2026-06-02,2026-06-09,73.9,62.5,83,6,60,60,Yes
TASK-018480,AST-066220,Track / Civil Engineering,Rail Grinding,COR-012,SEC-0118,2026-11-30,2026-12-02,91.7,91.4,146,6,772,0,No
TASK-018481,AST-105401,Mechanical / Rolling Stock,Bearing Inspection,COR-002,SEC-0012,2028-01-06,2028-01-11,99.0,93.1,124,2,234,60,Yes
TASK-018482,AST-036540,Track / Civil Engineering,Rail Inspection,COR-011,SEC-0103,2026-01-29,2026-02-05,66.8,53.6,209,2,120,15,No
TASK-018483,AST-010627,Track / Civil Engineering,Bridge Inspection,COR-005,SEC-0041,2025-05-02,2025-05-09,70.6,65.5,139,6,60,30,No
TASK-018484,AST-123383,Track / Civil Engineering,Rail Inspection,COR-012,SEC-0114,2028-07-10,2028-07-15,76.0,63.0,184,5,0,0,Yes
TASK-018485,AST-068686,Track / Civil Engineering,Bridge Inspection,COR-019,SEC-0181,2026-12-21,2027-01-04,72.8,56.2,158,6,120,30,Yes
TASK-018486,AST-076585,Electrical / TRD,OHE Inspection,COR-002,SEC-0015,2027-03-16,2027-03-19,75.4,67.6,159,6,1041,60,Yes
TASK-018487,AST-067127,Signal & Telecommunications (S&T),Signal Inspection,COR-010,SEC-0099,2026-12-11,2026-12-18,53.7,38.4,109,5,108,0,Yes
TASK-018488,AST-080934,Track / Civil Engineering,Turnout Maintenance,COR-016,SEC-0158,2027-05-08,2027-05-18,92.1,85.5,143,4,120,30,Yes
TASK-018489,AST-015165,Electrical / TRD,Switchgear Inspection,COR-006,SEC-0054,2025-06-17,2025-07-01,79.0,73.8,77,6,180,0,Yes
TASK-018490,AST-049637,Track / Civil Engineering,Ballast Tamping,COR-012,SEC-0119,2026-06-04,2026-06-07,73.8,63.7,156,2,1380,30,No
TASK-018491,AST-103881,Track / Civil Engineering,Rail Grinding,COR-005,SEC-0050,2027-12-30,2028-01-04,94.0,92.7,165,4,0,15,Yes
TASK-018492,AST-091081,Electrical / TRD,OHE Inspection,COR-007,SEC-0067,2027-08-18,2027-08-28,99.0,92.1,90,2,0,60,Yes
TASK-018493,AST-093595,Electrical / TRD,Substation Maintenance,COR-016,SEC-0153,2027-09-07,2027-09-10,86.3,78.0,115,6,1380,15,Yes
TASK-018494,AST-051340,Electrical / TRD,OHE Inspection,COR-014,SEC-0134,2026-06-22,2026-07-06,44.7,37.7,105,3,341,15,Yes
TASK-018495,AST-014059,Electrical / TRD,Transformer Inspection,COR-012,SEC-0116,2025-06-05,2025-06-10,63.0,47.7,63,3,791,30,No
TASK-018496,AST-006333,Electrical / TRD,Substation Maintenance,COR-009,SEC-0085,2025-03-11,2025-03-16,84.6,69.7,162,3,342,30,Yes
TASK-018497,AST-133109,Track / Civil Engineering,Turnout Maintenance,COR-001,SEC-0003,2028-10-24,2028-10-31,80.4,68.0,88,4,235,0,Yes
TASK-018498,AST-104047,Track / Civil Engineering,Ballast Tamping,COR-013,SEC-0125,2027-12-30,2028-01-09,82.4,69.2,172,6,524,60,Yes
TASK-018499,AST-105224,Track / Civil Engineering,Bridge Inspection,COR-013,SEC-0123,2028-01-13,2028-01-15,86.3,81.6,149,5,971,15,Yes
TASK-018500,AST-090785,Track / Civil Engineering,Rail Grinding,COR-001,SEC-0008,2027-08-17,2027-08-20,72.1,65.2,124,4,60,30,Yes
TASK-018501,AST-136277,Mechanical / Rolling Stock,Wheelset Inspection,COR-008,SEC-0076,2028-12-04,2028-12-06,64.4,50.8,166,2,180,30,Yes
TASK-018502,AST-139779,Mechanical / Rolling Stock,Brake Inspection,COR-012,SEC-0115,2028-12-28,2029-01-07,61.2,50.3,90,4,1320,30,Yes
TASK-018503,AST-010250,Track / Civil Engineering,Rail Grinding,COR-012,SEC-0113,2025-04-27,2025-05-11,88.0,89.6,153,4,180,30,Yes
TASK-018504,AST-130334,Signal & Telecommunications (S&T),Axle Counter Inspection,COR-007,SEC-0067,2028-09-29,2028-10-02,73.7,68.3,140,4,742,0,Yes
TASK-018505,AST-119056,Signal & Telecommunications (S&T),Signal Inspection,COR-011,SEC-0105,2028-05-29,2028-06-05,63.3,46.1,96,5,120,30,No
TASK-018506,AST-012703,Track / Civil Engineering,Turnout Maintenance,COR-002,SEC-0017,2025-05-18,2025-05-21,63.0,53.6,174,6,60,60,Yes
TASK-018507,AST-079441,Track / Civil Engineering,Rail Grinding,COR-002,SEC-0013,2027-04-11,2027-04-21,53.4,44.9,140,2,1320,60,Yes
TASK-018508,AST-064096,Electrical / TRD,Feeder Maintenance,COR-003,SEC-0023,2026-11-04,2026-11-06,84.2,74.9,119,4,1201,15,No
TASK-018509,AST-017013,Signal & Telecommunications (S&T),Relay Testing,COR-011,SEC-0110,2025-07-02,2025-07-04,84.2,75.9,157,5,1149,30,No
TASK-018510,AST-125228,Signal & Telecommunications (S&T),Relay Testing,COR-012,SEC-0111,2028-08-06,2028-08-13,47.5,38.0,137,3,180,15,No
TASK-018511,AST-121294,Mechanical / Rolling Stock,Coach Equipment Maintenance,COR-015,SEC-0143,2028-06-26,2028-07-01,72.6,64.2,147,5,912,30,Yes
TASK-018512,AST-043092,Track / Civil Engineering,Sleeper Replacement,COR-018,SEC-0171,2026-03-31,2026-04-02,64.3,51.0,95,3,980,60,Yes
TASK-018513,AST-011093,Electrical / TRD,OHE Inspection,COR-020,SEC-0194,2025-05-02,2025-05-07,99.0,92.1,109,3,1185,15,Yes
TASK-018514,AST-075938,Track / Civil Engineering,Rail Grinding,COR-018,SEC-0179,2027-03-04,2027-03-05,77.2,70.8,104,6,0,0,Yes
TASK-018515,AST-104797,Electrical / TRD,Substation Maintenance,COR-010,SEC-0091,2028-01-06,2028-01-09,95.3,86.0,90,2,60,30,Yes
TASK-018516,AST-055397,Track / Civil Engineering,Rail Grinding,COR-007,SEC-0063,2026-08-03,2026-08-06,72.6,62.8,168,6,180,0,Yes
TASK-018517,AST-073250,Electrical / TRD,Feeder Maintenance,COR-007,SEC-0063,2027-02-04,2027-02-14,66.0,50.0,115,2,287,30,No
TASK-018518,AST-029734,Track / Civil Engineering,Turnout Maintenance,COR-014,SEC-0139,2025-11-15,2025-11-29,99.0,94.1,135,4,1320,30,No
TASK-018519,AST-063127,Mechanical / Rolling Stock,Axle Inspection,COR-007,SEC-0062,2026-10-30,2026-11-02,85.4,83.7,78,6,120,120,Yes
TASK-018520,AST-132146,Track / Civil Engineering,Bridge Inspection,COR-011,SEC-0106,2028-10-21,2028-10-26,99.0,96.9,108,5,1380,30,Yes
TASK-018521,AST-064664,Mechanical / Rolling Stock,Traction Motor Inspection,COR-018,SEC-0176,2026-11-06,2026-11-13,65.3,53.5,45,5,1380,60,Yes
TASK-018522,AST-034501,Signal & Telecommunications (S&T),Signal Inspection,COR-012,SEC-0119,2025-12-28,2025-12-30,94.6,85.2,173,6,972,0,Yes
TASK-018523,AST-087485,Electrical / TRD,Substation Maintenance,COR-001,SEC-0005,2027-07-15,2027-07-17,88.2,86.7,206,3,120,60,Yes
TASK-018524,AST-093374,Signal & Telecommunications (S&T),Point Machine Maintenance,COR-008,SEC-0071,2027-09-09,2027-09-16,68.8,51.9,98,5,1089,15,Yes
TASK-018525,AST-041638,Mechanical / Rolling Stock,Wheelset Inspection,COR-013,SEC-0130,2026-03-23,2026-03-30,79.7,69.1,114,6,1344,0,Yes
TASK-018526,AST-124539,Electrical / TRD,Feeder Maintenance,COR-016,SEC-0153,2028-07-22,2028-07-27,47.4,38.8,126,3,90,15,No
TASK-018527,AST-006716,Electrical / TRD,Feeder Maintenance,COR-002,SEC-0015,2025-03-23,2025-04-02,80.8,74.4,153,2,120,30,Yes
TASK-018528,AST-058888,Track / Civil Engineering,Sleeper Replacement,COR-016,SEC-0157,2026-09-17,2026-09-27,94.5,95.5,154,3,511,60,No
TASK-018529,AST-049065,Track / Civil Engineering,Turnout Maintenance,COR-002,SEC-0013,2026-06-01,2026-06-02,88.3,89.8,121,5,180,0,No
TASK-018530,AST-129729,Track / Civil Engineering,Rail Grinding,COR-016,SEC-0157,2028-09-27,2028-10-02,73.8,61.2,126,5,60,15,Yes
TASK-018531,AST-087729,Electrical / TRD,Catenary Repair,COR-015,SEC-0148,2027-07-09,2027-07-12,64.5,50.1,123,5,60,30,No
TASK-018532,AST-096686,Signal & Telecommunications (S&T),Point Machine Maintenance,COR-014,SEC-0133,2027-10-06,2027-10-09,69.0,51.9,178,3,101,15,Yes
TASK-018533,AST-073928,Track / Civil Engineering,Rail Grinding,COR-019,SEC-0186,2027-02-17,2027-02-27,69.7,55.8,172,4,180,0,Yes
TASK-018534,AST-065073,Electrical / TRD,OHE Inspection,COR-006,SEC-0059,2026-11-23,2026-11-25,71.4,61.1,131,3,542,30,Yes
TASK-018535,AST-054343,Track / Civil Engineering,Sleeper Replacement,COR-012,SEC-0116,2026-07-24,2026-07-27,82.3,68.5,139,5,1388,30,No
TASK-018536,AST-094812,Signal & Telecommunications (S&T),Interlocking Maintenance,COR-001,SEC-0005,2027-09-22,2027-10-06,83.1,66.2,82,4,1380,60,No
TASK-018537,AST-070301,Signal & Telecommunications (S&T),Interlocking Maintenance,COR-018,SEC-0177,2027-01-13,2027-01-14,74.2,62.9,131,4,0,15,Yes
TASK-018538,AST-119308,Track / Civil Engineering,Ballast Tamping,COR-009,SEC-0087,2028-06-10,2028-06-17,58.8,41.7,86,2,120,15,No
TASK-018539,AST-053009,Track / Civil Engineering,Turnout Maintenance,COR-011,SEC-0109,2026-07-15,2026-07-16,99.0,95.5,105,3,1380,0,Yes
TASK-018540,AST-094693,Electrical / TRD,Transformer Inspection,COR-019,SEC-0189,2027-09-26,2027-09-28,61.0,46.4,107,5,60,120,No
TASK-018541,AST-088057,Track / Civil Engineering,Bridge Inspection,COR-003,SEC-0029,2027-07-11,2027-07-13,41.8,37.9,142,2,0,120,No
TASK-018542,AST-011774,Signal & Telecommunications (S&T),Interlocking Maintenance,COR-019,SEC-0189,2025-05-13,2025-05-14,82.9,76.9,84,4,60,60,Yes
TASK-018543,AST-145277,Mechanical / Rolling Stock,Brake Inspection,COR-010,SEC-0092,2029-02-26,2029-03-12,55.3,45.2,97,5,180,60,Yes
TASK-018544,AST-066786,Electrical / TRD,Substation Maintenance,COR-010,SEC-0091,2026-12-03,2026-12-04,97.0,86.6,136,4,0,15,No
TASK-018545,AST-040026,Track / Civil Engineering,Rail Inspection,COR-004,SEC-0036,2026-03-05,2026-03-08,99.0,89.7,129,6,1320,60,Yes
TASK-018546,AST-084050,Mechanical / Rolling Stock,Wheelset Inspection,COR-006,SEC-0055,2027-06-07,2027-06-12,61.1,47.2,98,3,492,15,Yes
TASK-018547,AST-024373,Electrical / TRD,Feeder Maintenance,COR-003,SEC-0027,2025-09-23,2025-10-07,80.8,64.5,95,3,1320,120,Yes
TASK-018548,AST-027795,Track / Civil Engineering,Rail Inspection,COR-014,SEC-0133,2025-10-29,2025-11-01,68.8,56.2,159,3,0,60,Yes
TASK-018549,AST-131863,Track / Civil Engineering,Sleeper Replacement,COR-006,SEC-0054,2028-10-08,2028-10-22,99.0,90.3,101,6,120,0,Yes
TASK-018550,AST-074718,Electrical / TRD,Catenary Repair,COR-013,SEC-0126,2027-03-03,2027-03-10,76.1,64.6,144,3,163,0,Yes
TASK-018551,AST-117974,Track / Civil Engineering,Rail Grinding,COR-019,SEC-0188,2028-05-16,2028-05-21,83.1,70.2,171,3,450,30,No
TASK-018552,AST-039766,Electrical / TRD,Transformer Inspection,COR-011,SEC-0104,2026-02-27,2026-02-28,60.9,47.4,158,4,250,15,Yes
TASK-018553,AST-019248,Electrical / TRD,Transformer Inspection,COR-006,SEC-0053,2025-07-27,2025-07-28,54.0,49.0,157,2,0,15,Yes
TASK-018554,AST-109542,Track / Civil Engineering,Rail Inspection,COR-008,SEC-0074,2028-02-29,2028-03-05,68.3,50.7,141,4,120,120,Yes
TASK-018555,AST-097689,Track / Civil Engineering,Rail Grinding,COR-012,SEC-0113,2027-10-17,2027-10-24,73.9,64.3,139,6,120,30,Yes
TASK-018556,AST-022103,Electrical / TRD,Transformer Inspection,COR-007,SEC-0066,2025-08-24,2025-08-29,91.5,93.8,96,5,180,60,Yes
TASK-018557,AST-062624,Track / Civil Engineering,Rail Inspection,COR-019,SEC-0186,2026-10-28,2026-11-07,99.0,92.6,136,3,60,15,Yes
TASK-018558,AST-005429,Track / Civil Engineering,Turnout Maintenance,COR-009,SEC-0090,2025-03-03,2025-03-05,59.8,47.8,116,4,1320,30,No
TASK-018559,AST-025857,Electrical / TRD,Catenary Repair,COR-016,SEC-0155,2025-09-28,2025-10-05,85.2,77.6,130,4,1320,15,Yes
TASK-018560,AST-107930,Electrical / TRD,Transformer Inspection,COR-001,SEC-0001,2028-01-31,2028-02-02,75.1,66.2,150,5,180,15,Yes
TASK-018561,AST-075973,Track / Civil Engineering,Rail Grinding,COR-001,SEC-0002,2027-03-12,2027-03-14,86.9,83.6,174,3,120,15,Yes
TASK-018562,AST-106509,Track / Civil Engineering,Rail Grinding,COR-002,SEC-0020,2028-01-17,2028-01-31,83.7,72.0,102,6,1380,60,No
TASK-018563,AST-041368,Track / Civil Engineering,Turnout Maintenance,COR-006,SEC-0051,2026-03-08,2026-03-15,55.3,41.9,73,4,180,30,No
TASK-018564,AST-120561,Track / Civil Engineering,Turnout Maintenance,COR-010,SEC-0098,2028-06-15,2028-06-18,61.0,45.6,173,2,120,60,Yes
TASK-018565,AST-033483,Track / Civil Engineering,Rail Inspection,COR-002,SEC-0018,2025-12-21,2026-01-04,89.2,85.7,122,4,899,30,No
